Dam Name,NID ID,Owner Types,Primary Owner Type,Number of Associated Structures,Primary Purpose,Latitude,Longitude,State,Distance to Nearest City (Miles),State Regulated Dam,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Inspection Frequency,Hazard Potential Classification,Condition Assessment,Inundation Maps Added to NID?
Monument,CO00598,Private,Private,0,Irrigation,38.88168,-107.472228,Colorado,7,Yes,No,No,Earth,Earth,Earth,Soil,51,76,76,76,51-100 feet,422,96554,1889,Before 1900,632,632,430,19,5,518,None,13,1,High,Fair,No
Shell Creek,WY00406,Private,Private,0,Irrigation,42.6354,-106.8653,Wyoming,30,Yes,No,No,Earth,Earth,Earth,Soil,23,18,23,23,Less than 25 feet,418,19250,1944,1940-1949,246,246,130,19,0,0,Uncontrolled,30,5,Low,Poor,No
Will No. 1,WY02098,Private,Private,0,"Fire Protection, Stock, Or Small Fish Pond",43.525278,-106.616667,Wyoming,35,Yes,No,No,Earth,Earth,Earth,Soil,30,25,30,30,25-50 feet,410,12000,1991,1990-1999,302,302,172,19,0.3,3360,Uncontrolled,55,5,Low,Fair,No
Deer Lake Dam,IL01113,Private,Private,0,Other,41.46011,-87.60929,Illinois,2,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,15,,,15,Less than 25 feet,400,0,1920,1920-1929,600,600,53,19,15.5,1403,Controlled,38,3,Low,Not Available,No
Mason Wildlife Dam,MI00751,Local Government,Local Government,0,Recreation,42.55,-84.38333333,Michigan,18,Yes,No,No,Earth,Earth;Gravity,,,9,9,9,9,Less than 25 feet,400,0,1960,1960-1969,150,150,70,19,7.1,40,Uncontrolled,20,5,Low,Fair,No
Gronaas Dam; Clemet,ND00814,Private,Private,0,"Fire Protection, Stock, Or Small Fish Pond",47.72126,-98.45332,North Dakota,0,Yes,No,No,Earth,Earth,Earth,Soil,11,,,11,Less than 25 feet,400,2540,1968,1960-1969,121,121,30.5,19,1.75,,Uncontrolled,40,,Low,Not Rated,No
Pierce Lake Dam,TX01593,Private,Private,0,Recreation,29.997338,-98.189552,Texas,,Yes,No,No,Earth,Earth,,,37,37,37,37,25-50 feet,390,0,1974,1970-1979,670,670,209,19,1.08,3626,Uncontrolled,140,,Low,Not Rated,No
Grindstone-Lost-Muddy Watershed Dam Lt-160,MO50084,Local Government,Local Government,0,Grade Stabilization,39.9454116,-94.4505776,Missouri,,No,No,No,Earth,Earth,Earth,Soil,30,30,30,30,25-50 feet,390,7892,1985,1980-1989,24,24,12,19,341,18,Uncontrolled,12,0,Low,Not Rated,No
Fort Rock Ranch,AZ00136,Private,Private,0,Fish and Wildlife Pond,35.13139,-113.32778,Arizona,,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,20,,38,38,25-50 feet,388,17300,1963,1960-1969,350,350,92,19,31,,Uncontrolled,60,5,Low,Not Rated,No
Swenson Wetland,MN01042,Private,Private,0,Fish and Wildlife Pond,45.99671,-96.01455,Minnesota,4,Yes,No,No,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Soil,12,,16,16,Less than 25 feet,375,1500,1999,1990-1999,183,183,96,19,152,200,Uncontrolled,20,8,Low,Fair,No
Alsbury,CO02808,Public Utility,Public Utility,0,Irrigation,39.333337,-107.483902,Colorado,20,Yes,No,No,Earth,Earth,Earth,Rock,25,29,36,36,25-50 feet,370,489,1996,1990-1999,429,429,181,19,1,1189,Uncontrolled,15,2,Significant,Fair,No
Cheaha Creek W/S Dam Site 5,AL00008,Local Government,Local Government,0,Flood Risk Reduction,33.46667,-86.03306,Alabama,,No,No,Yes,Earth,Earth,Earth,Rock,76,76,76,76,51-100 feet,367,131000,1968,1960-1969,5440,5440,111,19,11.56,7450,Uncontrolled,150,5,High,Not Rated,No
Alkek Lake No 1 Dam,TX02898,Private,Private,0,Recreation,29.699841,-99.045655,Texas,,No,No,No,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,36,36,36,36,25-50 feet,360,0,1960,1960-1969,423,423,274,19,12,13871,Uncontrolled,239,5,Significant,Not Rated,No
Lake Connamara Dam,MI00445,Private,Private,0,Recreation,43.81666667,-85.76666667,Michigan,40,Yes,No,No,Earth,Earth,,,23,23,23,23,Less than 25 feet,315,0,1970,1970-1979,368,368,174,19,0.7,130,Uncontrolled,11,5,Low,Poor,No
Lower Hominy,OK13045,Private,Private,0,Recreation,36.424657,-96.43527,Oklahoma,2,Yes,No,No,Earth,Earth,Earth,Soil,70,55,70,70,51-100 feet,310,0,1940,1940-1949,2000,2000,114,19,,1900,Controlled,1,5,Low,Not Rated,No
Vanwinkle Lake Dam,IL00143,Private,Private,0,Recreation,40.54987,-90.04719,Illinois,0.1,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,20,,,20,Less than 25 feet,300,0,1900,1900-1909,178,178,99,19,4.4,1201,Uncontrolled,117,1,High,Not Available,No
Temvik Dam,ND00102,Local Government,Local Government,0,"Fire Protection, Stock, Or Small Fish Pond",46.36941,-100.27107,North Dakota,0,Yes,No,No,Earth,Earth,Earth,Soil,17,,,17,Less than 25 feet,300,0,1938,1930-1939,126,126,76,19,10,,Uncontrolled,60,,Low,Not Rated,No
Storrie,OK21079,Private,Private,0,Other,34.73156911,-95.80772736,Oklahoma,7,Yes,No,No,Earth,Earth,Earth,Soil,20,16,20,20,Less than 25 feet,300,0,1930,1930-1939,132,132,106,19,,744,Controlled,1,5,Low,Not Rated,No
Raymond Porterfield Structure Dam,MO50407,Private,Private,0,Grade Stabilization,40.51641888,-94.93251658,Missouri,,No,No,No,Earth,Earth,Earth,Soil,29,28,30,30,25-50 feet,300,7058,1976,1970-1979,40,40,22,19,1732,140,Uncontrolled,20,0,Low,Not Rated,No
Mclellan,AZ00137,Private,Private,0,Fish and Wildlife Pond,35.22139,-112.28306,Arizona,7,Yes,No,No,Gravity,Gravity,Concrete,Rock,21,,33,33,25-50 feet,293,0,1907,1900-1909,110,110,76,19,8,,Uncontrolled,120,5,Low,Not Rated,No
Kbd,MO50157,Private,Private,0,Grade Stabilization,39.96412204,-91.53321704,Missouri,,No,No,No,Earth,Earth,Earth,Soil,32,28,24,32,25-50 feet,264,8982,1995,1990-1999,19,19,12,19,1418,11,Uncontrolled,10,0,Low,Not Rated,No
Little Hohnholtz,CO00376,Private,Private,0,Recreation,40.94168,-105.997228,Colorado,12,Yes,No,No,Earth,Earth,,,18,18,18,18,Less than 25 feet,250,36007,1969,1960-1969,1137,1137,129,19,0,8175,Uncontrolled,302,6,Low,Fair,No
Winnfield Scott,GA00664,Federal,Federal,0,Fish and Wildlife Pond,34.74064167,-83.97546111,Georgia,0,No,No,No,Earth,Earth,,,31,31,31,31,25-50 feet,242,0,1935,1930-1939,190,190,190,19,3,1500,Uncontrolled,20,10,Low,Not Rated,No
Lake Aldersgate,RI04180,Private,Private,0,Recreation,41.87895205,-71.66243747,Rhode Island,0,Yes,No,No,Earth,Earth,,,6,4,6,6,Less than 25 feet,200,0,,Undetermined,80,80,66,19,,35,,4,5,Significant,Not Rated,No
Wood Lake Dam,MT00895,Federal,Federal,0,Other,47.43319455,-112.8033197,Montana,0,No,No,No,Earth,Earth,Earth,Soil,13,9,13,13,Less than 25 feet,194,0,1955,1950-1959,180,180,167,19,16,800,Uncontrolled,26,10,Low,Not Rated,No
Scholl,CO00716,Private,Private,0,Irrigation,40.136675,-106.200569,Colorado,17,Yes,No,No,Earth,Earth,Earth,Rock;Soil,51,38,59,59,51-100 feet,180,17314,1964,1960-1969,420,420,353,19,12,800,Uncontrolled,45,2,Significant,Unsatisfactory,No
Ketch Lake,OK20504,Federal,Federal,0,Recreation,34.70460188,-98.59295497,Oklahoma,18,No,Yes,No,Stone,Stone;Masonry,Unlisted/Unknown,Unlisted/Unknown,33,33,33,33,25-50 feet,95,680,1940,1940-1949,170,170,170,19,7.4,26000,Uncontrolled,95,4,Significant,Fair,No
Control Struc #2,FL00413,Local Government,Local Government,0,Irrigation,27.402923,-80.3989,Florida,5,Yes,No,Yes,Other,Other,Earth,Soil,14,,,14,Less than 25 feet,75,216,1959,1950-1959,272,272,140,19,71.05,1175,,75,0,Low,Not Rated,No
Spring Lake Dam,MI00273,Private,Private,0,Recreation,42.81833333,-83.59166667,Michigan,20,Yes,No,No,Earth,Earth;Gravity,,,8,8,8,8,Less than 25 feet,7,0,1938,1930-1939,340,340,100,19,0.5,50,Uncontrolled,6,5,Low,Not Rated,No
Dd No 6-20,KS01587,Local Government,Local Government,0,Flood Risk Reduction,38.12963197,-100.1965568,Kansas,39,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,38,37,38,38,25-50 feet,1200,44000,,Undetermined,1045.79,1045.79,67,18.97,,,Uncontrolled,100,,Low,,No
Irrigation,KS07577,Private,Private,0,Irrigation,37.393304,-94.954954,Kansas,,No,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,14,,,14,Less than 25 feet,1100,14600,,Undetermined,187.64,187.64,52.51,18.92,0.21,,,50,,Low,,No
Texas Pond ,NC01128,Federal,Federal,0,Recreation,35.14247644,-78.93161614,North Carolina,3,No,Yes,No,Earth,Earth,Unlisted/Unknown,Soil,10,8,10,10,Less than 25 feet,1450,8117,1963,1960-1969,65,65,54,18.9,3.7,,Uncontrolled,6,4,High,Poor,No
Frd No 74,KS05406,Local Government,Local Government,0,Flood Risk Reduction,39.74643357,-96.32056424,Kansas,3,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,31,,,31,25-50 feet,940,47885,1980,1980-1989,587,587,92,18.9,1.24,1255,Uncontrolled,40,,Low,,No
Bootleg Detention Basin Dam,NV10647,Local Government,Local Government,0,Flood Risk Reduction,35.9806,-114.8614,Nevada,0,Yes,No,No,Earth,Earth,Earth,Soil,22,17,22,22,Less than 25 feet,2000,15000,,Undetermined,190,190,0,18.8,1,15000,Uncontrolled,600,1,High,Fair,No
East Fork Above Lavon WS SCS Site 12 Dam,TX01155,Local Government,Local Government,0,Flood Risk Reduction,33.305424,-96.670019,Texas,8,Yes,No,Yes,Earth,Earth,Earth;Unlisted/Unknown,Rock,38,38,38,38,25-50 feet,1435,93565,1952,1950-1959,715,715,181,18.8,1.44,2322,Uncontrolled,152.5,5,High,Not Rated,No
Dd No 7,KS05434,Local Government,Local Government,0,Flood Risk Reduction,38.15858083,-97.22155851,Kansas,6,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,28,,,28,25-50 feet,1400,53750,1987,1980-1989,587.8,587.8,90.8,18.8,1.24,2470,Uncontrolled,100,,Low,,No
Stewart Impoundment,LA00594,Private,Private,,Recreation,32.26660611,-93.1184621,Louisiana,2.9,Yes,No,No,Earth,Earth,Earth,Soil,20,15,15,20,Less than 25 feet,1145,14300,1973,1970-1979,180,180,126,18.8,294,400,,30,5,Low,Poor,No
Lake Frances,OK30187,Private,Private,0,Other,34.07146452,-96.9027991,Oklahoma,9,Yes,No,No,Earth,Earth,Earth,Soil,33,30,32,33,25-50 feet,1000,0,2005,Since 2000,121.9,121.9,22.4,18.7,1778,,Controlled,1,5,Low,Not Rated,No
Watts Family Lake #1,LA00790,Private,Private,,Water Supply,32.624568,-92.738807,Louisiana,5.9,Yes,No,No,Earth,Earth,Earth,Soil,16,13,13,16,Less than 25 feet,660,10200,2013,Since 2000,160,160,122,18.7,0.11,460,,35,5,Low,Satisfactory,No
Harding Lake Dam,TX00674,Private,Private,0,Recreation,31.673057,-95.994624,Texas,2.3,Yes,No,No,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,13,13,13,13,Less than 25 feet,540,0,1964,1960-1969,116,116,80,18.7,0.8,1,Uncontrolled,40,5,High,Fair,No
Vigness Dam,ND00073,Local Government,Local Government,0,Water Supply,48.42498,-97.39781,North Dakota,4,Yes,No,No,Other,Other,Metal,Soil,14,,18,18,Less than 25 feet,63,245,1935,1930-1939,250,250,50,18.7,706,,Uncontrolled,62,,Low,Not Rated,No
Frd No 11,KS04373,Local Government,Local Government,0,Flood Risk Reduction,37.99094506,-96.87917501,Kansas,11,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,30,26,30,30,25-50 feet,3710,87650,1976,1970-1979,1006.19,1006.19,64,18.62,1.94,,Uncontrolled,40,,Low,,No
SCS-Cottonwood Creek Site-54,OK11014,State,State,0,Flood Risk Reduction,35.737108,-97.475536,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,50,43,50,50,51-100 feet,1400,0,1973,1970-1979,1529.3,1529.3,137.1,18.6,3.3,341,Controlled,1,1,High,Fair,No
Olger Lake Dam,MI02619,Private,Private,0,Recreation,43.5667,-85.3159,Michigan,,Yes,No,No,Earth,Earth,,,14,14,14,14,Less than 25 feet,1080,0,2000,Since 2000,175,175,96,18.6,1.7,,Uncontrolled,4,5,Low,Not Rated,No
Dd No 108,KS07119,Local Government,Local Government,0,Flood Risk Reduction,37.10341788,-96.70890379,Kansas,15,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,34,,,34,25-50 feet,1050,76115,1990,1990-1999,1108.6,1108.6,98.6,18.6,3.6,2752,Uncontrolled,110,,Low,,No
Horse Lake Dam,IA00893,Local Government,Local Government,0,"Fire Protection, Stock, Or Small Fish Pond",42.5937,-96.4327,Iowa,2,Yes,No,No,Earth,Earth,,Soil,67,,,67,51-100 feet,730,65316,1963,1960-1969,391,391,216,18.6,1.35,,Uncontrolled,3,5,Significant,Satisfactory,No
Soap Creek Watershed Site 4-31,IA03569,Local Government,Local Government,0,Flood Risk Reduction,40.8283,-92.6417,Iowa,18,Yes,No,Yes,Earth,Earth,,Soil,33,,,33,25-50 feet,610,50100,2001,Since 2000,589,589,119,18.6,1.83,,Uncontrolled,2,,Low,Not Rated,No
Churchill Club Dam Basin B Dam,IL50493,Private,Private,0,Flood Risk Reduction,41.69414,-88.31416,Illinois,0,Yes,No,No,Concrete,Concrete,Concrete,Soil,10,,,10,Less than 25 feet,65,0,2003,Since 2000,275,275,9.3,18.6,2.76,,Uncontrolled,60,5,Low,Not Available,No
Frd No 15,KS05073,Local Government,Local Government,0,Flood Risk Reduction,39.31614585,-98.1138031,Kansas,,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,28,,,28,25-50 feet,1262,57830,1983,1980-1989,1045.3,1045.3,82.9,18.52,1.51,4719.2,Uncontrolled,140,,High,Satisfactory,No
Auds Creek WS SCS Site 5 Dam,TX01834,Local Government,Local Government,0,Flood Risk Reduction,33.613848,-95.627741,Texas,,Yes,No,Yes,Earth,Earth,,,29,29,29,29,25-50 feet,2000,62500,1965,1960-1969,612,612,60,18.5,0.93,1991,Uncontrolled,108,,Low,Fair,No
Aqua Farm No. 4,AL02381,Private,Private,0,Fish and Wildlife Pond,32.61444,-87.59778,Alabama,,No,No,No,Earth,Earth,,,14,,,14,Less than 25 feet,1777,23456,1989,1980-1989,142,142,80,18.5,0.14,27,Uncontrolled,10,0,Low,Not Rated,No
Dd No H-13,KS04457,Local Government,Local Government,0,Flood Risk Reduction,38.45709017,-95.17674114,Kansas,7,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,36,33,36,36,25-50 feet,1630,65000,1978,1970-1979,1040.59,1040.59,100,18.5,2.41,359,Uncontrolled,40,,Low,,No
Richland Creek WS SCS Site 129 Dam,TX02649,Local Government,Local Government,0,Flood Risk Reduction,31.968963,-96.591422,Texas,,Yes,No,Yes,Earth,Earth,,,22,22,22,22,Less than 25 feet,1282,0,1961,1960-1969,926,926,51,18.5,1.79,2,Uncontrolled,105,,Low,Not Rated,No
York Creek WS SCS Site 1 Dam,TX01548,Local Government,Local Government,0,Flood Risk Reduction,29.813331,-98.04634,Texas,,Yes,No,Yes,Earth,Earth,Earth,Rock;Soil,81,81,81,81,51-100 feet,1157,258130,1967,1960-1969,4570,4570,135,18.5,12.9,72970,Uncontrolled,292,5,High,Not Rated,No
Mohave Gen Sta Dam,NV00115,Public Utility,Public Utility,0,Other,35.1315,-114.5962,Nevada,1,Yes,No,No,Earth,Earth,Concrete,Soil,31,26,32,32,25-50 feet,980,80000,1971,1970-1979,230,230,200,18.5,0.1,35,Uncontrolled,10,5,Low,Fair,No
Frd No 25,KS05425,Local Government,Local Government,0,Flood Risk Reduction,39.25745884,-98.18219313,Kansas,9,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,35,,,35,25-50 feet,845,69068,,Undetermined,988,988,95,18.5,3.32,2310,Uncontrolled,80,,Low,,No
Polly Eagan Pond,LA00087,Private,Private,0,Recreation,30.64158,-90.00988,Louisiana,6.5,Yes,No,No,Earth,Earth,Plastic,Soil,17,17,19,19,Less than 25 feet,330,7576,1996,1990-1999,94,94,66,18.5,0.08,35,Uncontrolled,40,5,Low,Satisfactory,No
Mccarty Pond Dam,OK30476,Private,Private,0,Water Supply,33.95225,-97.23081,Oklahoma,6,Yes,No,No,,,Earth,Soil,34,30,39,39,25-50 feet,1012,0,,Undetermined,281,281,237,18.42,0.13,667.7,Controlled,25,5,Low,Not Rated,No
Upper Brushy Creek WS SCS Site 19 Dam,TX01357,Local Government,Local Government,0,Flood Risk Reduction,30.520457,-97.599098,Texas,,Yes,No,Yes,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,41,41,41,41,25-50 feet,1450,113184,1960,1960-1969,970,970,70,18.4,1.64,8971,Uncontrolled,127,5,High,Satisfactory,No
Cedar Creek WS SCS Site 136 Dam,TX02809,Local Government,Local Government,0,Flood Risk Reduction,32.473686,-96.044719,Texas,,Yes,No,Yes,Earth,Earth,,,30,30,30,30,25-50 feet,1417,53950,1965,1960-1969,734,734,63,18.4,1.33,1284,Uncontrolled,118,,Low,Fair,No
Dd No 5-15 (Goodman),KS04946,Local Government,Local Government,0,Flood Risk Reduction,38.3060749,-100.1736316,Kansas,29,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,35,34,35,35,25-50 feet,1400,40000,,Undetermined,1101.2,1101.2,90,18.4,,3090,Uncontrolled,350,,Low,,No
Frd No I-5,KS02293,Local Government,Local Government,0,Flood Risk Reduction,37.87531681,-96.51671813,Kansas,13,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,53,50,53,53,51-100 feet,1340,194600,1968,1960-1969,1867.03,1867.03,115,18.4,4.3,222,Uncontrolled,40,,Low,,No
Near Kim Lake Dam,TX00103,Private,Private,0,Recreation,30.292337,-95.723254,Texas,,Yes,No,No,Earth,Earth,Earth,Soil,19,19,19,19,Less than 25 feet,1280,0,1963,1960-1969,293,293,104,18.4,0.7,2,Uncontrolled,202,2,Significant,Poor,No
Los Morros Business Park Offsite Drainage Dam 5,NM00669,Local Government,Local Government,0,Flood Risk Reduction,34.8316,-106.8203,New Mexico,4,Yes,No,No,Earth,Earth,,Soil,15,13,16,16,Less than 25 feet,1250,27116,2009,Since 2000,101.7,101.7,0,18.4,6.26,1122,Uncontrolled,100,5,Low,Satisfactory,No
Phoenix Detention Basin #7,AZ00176,Local Government,Local Government,0,Flood Risk Reduction,33.60167,-112.07333,Arizona,0,Yes,No,No,Earth,Earth,Earth,Rock,23,23,31,31,25-50 feet,1050,40750,1978,1970-1979,272,272,120,18.4,0.63,5600,Uncontrolled,100,1,High,Satisfactory,No
Herzog Dam,ND00051,Local Government,Local Government,0,Flood Risk Reduction,48.75203,-97.91941,North Dakota,5,Yes,No,Yes,Earth,Earth,Earth,Rock;Soil,38,,46,46,25-50 feet,794,118135,1957,1950-1959,2430,2430,80,18.4,16.65,,Uncontrolled,450,,Significant,Not Rated,No
Sweetwood (K4),AZ00251,Private,Private,0,Fish and Wildlife Pond,35.33333,-112.275,Arizona,0,Yes,No,No,Earth,Earth,Earth,Unlisted/Unknown,18,18,,18,Less than 25 feet,540,0,,Undetermined,113,,113,18.4,,,Uncontrolled,74,5,Low,Not Rated,No
Lake Sharon Dam,TX00615,Private,Private,0,Recreation,33.137217,-97.093567,Texas,,Yes,No,No,Earth,Earth,,,18,18,18,18,Less than 25 feet,504,23300,1960,1960-1969,82.9,82.9,29.8,18.4,1.21,5640,Uncontrolled,224,5,High,Satisfactory,No
Oknoname 30044,OK30044,Local Government,Local Government,0,Other,33.7731078,-96.26516384,Oklahoma,1.5,Yes,No,No,,,Earth,Soil,20,18,23,23,Less than 25 feet,450,0,2001,Since 2000,249.6,249.6,73.2,18.4,450,165.9,Controlled,1,5,Low,Not Rated,No
Upper Brushy Creek WS SCS Site 17 Dam,TX01355,Local Government,Local Government,0,Flood Risk Reduction,30.536662,-97.625222,Texas,,Yes,No,Yes,Earth,Earth,,,34,34,34,34,25-50 feet,1765,49340,1966,1960-1969,739,739,119,18.3,1.01,5913,Uncontrolled,137,5,High,Satisfactory,No
Lower Brushy Creek WS SCS Site 6 Dam,TX01344,Local Government,Local Government,0,Flood Risk Reduction,30.635686,-97.295748,Texas,,Yes,No,Yes,Earth,Earth,,,36,36,36,36,25-50 feet,1250,85770,1964,1960-1969,795,795,114,18.3,1.38,2566,Uncontrolled,102,5,Significant,Fair,No
Dd No 110,KS07116,Local Government,Local Government,0,Flood Risk Reduction,37.31712785,-97.00529657,Kansas,4,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,30,,,30,25-50 feet,850,48000,1989,1980-1989,581,581,89.6,18.3,1.43,3066,Uncontrolled,100,,High,Fair,No
Dd No 45,KS09048,Local Government,Local Government,0,Flood Risk Reduction,37.91451857,-96.08772202,Kansas,,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,38,,,38,25-50 feet,900,62000,2003,Since 2000,712.56,712.56,117.23,18.24,2.38,1772,Uncontrolled,100,,Low,,No
Jepson No. 2,WY02398,Private,Private,0,Irrigation,43.84,-106.197222,Wyoming,2.5,Yes,No,No,Earth,Earth,Earth,Rock;Soil,19,11,22,22,Less than 25 feet,1208,31145,1953,1950-1959,252,252,112,18.23,18.3,8823,Uncontrolled,200,5,Low,Fair,No
Waubonsie Cr. Watershed Site 3-8,IA02457,Local Government,Local Government,0,"Fire Protection, Stock, Or Small Fish Pond",40.9319,-95.6874,Iowa,12,Yes,No,Yes,Earth,Earth,,Soil,69,,,69,51-100 feet,650,94000,1989,1980-1989,606,606,442,18.2,0.64,,Uncontrolled,2,5,Significant,Satisfactory,No
Wallace Dam; Chuck Jr 2,ND00930,Private,Private,0,Fish and Wildlife Pond,46.19309,-102.40609,North Dakota,0,Yes,No,No,Earth,Earth,Earth,Soil,9,,,9,Less than 25 feet,570,5074,2002,Since 2000,147.8,147.8,34.9,18.2,9.91,,Uncontrolled,250,,Low,Not Rated,No
Lamar Skinner Dam,LA00444,Private,Private,0,Recreation,32.586,-92.846,Louisiana,5,Yes,No,No,Earth,Earth,Earth,Soil,16,12,18,18,Less than 25 feet,525,9950,1977,1970-1979,146,146,109,18.2,0.77,9800,Uncontrolled,10.5,5,Low,Fair,No
Frd No 7,KS04523,Local Government,Local Government,0,Flood Risk Reduction,39.31394135,-96.08408918,Kansas,2,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,36,41,46,46,25-50 feet,1420,110830,1976,1970-1979,833,833,81,18.15,2.45,3637,Uncontrolled,100,,Significant,Fair,No
Frd No 29,KS02346,Local Government,Local Government,0,Flood Risk Reduction,39.21344078,-98.23642582,Kansas,10,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,40,33,40,40,25-50 feet,890,69300,1972,1970-1979,846.82,846.82,84,18.12,2.87,100,Uncontrolled,80,,Low,,No
Frd No 7,KS02433,Local Government,Local Government,0,Flood Risk Reduction,39.56451792,-95.14852768,Kansas,,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,52,52,58,58,51-100 feet,1120,165000,1963,1960-1969,975,975,206,18.1,0.85,2378,,40,,High,Satisfactory,No
Frd No 1,KS05247,Local Government,Local Government,0,Flood Risk Reduction,37.30017364,-97.06867298,Kansas,4,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,21,,,21,Less than 25 feet,900,38100,1982,1980-1989,731.9,731.9,64.9,18.1,1.16,1200,Uncontrolled,40,,Low,,No
Frd No 12,KS02241,Local Government,Local Government,0,Flood Risk Reduction,37.38644063,-96.75112327,Kansas,8,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,38,35,38,38,25-50 feet,880,70750,1973,1970-1979,506,506,108,18.1,1.38,,Uncontrolled,40,,Low,,No
Perrin Lake Dam,TX01413,Private,Private,0,Irrigation,32.346757,-98.603101,Texas,5.7,Yes,No,No,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,29,29,29,29,25-50 feet,684,0,1972,1970-1979,700,700,350,18.1,3.8,1,Uncontrolled,190,5,High,Fair,No
Temple Terrace (S) Recircle,FL10121,Private,Private,0,Tailings,28.1537,-82.138901,Florida,0,Yes,No,No,Earth,Earth,Earth,Soil,20,15,25,25,25-50 feet,18400,86000,2001,Since 2000,270,270,250,18,0.03,20,Controlled,5,0,Significant,Not Rated,No
SCS-Quartermaster Creek Site-04,OK00994,State,State,0,Flood Risk Reduction,35.845666,-99.456918,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,38,34,38,38,25-50 feet,3978,0,1962,1960-1969,529,529,105,18,,2125,Controlled,1,3,Significant,Fair,No
Dynegy/Havana Sta/East Ash Pond System,IL50420,Public Utility,Public Utility,0,Other,40.28139,-90.07428,Illinois,0.25,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,38,,,38,25-50 feet,3800,0,1999,1990-1999,622,622,0,18,0.03,244,Uncontrolled,3,1,High,Not Available,No
West Pre-Sedimentation Basin,OK30393,Local Government,Local Government,0,Water Supply,36.068889,-95.580833,Oklahoma,5,Yes,No,No,Earth,Earth,,,22,19,22,22,Less than 25 feet,3650,0,1966,1960-1969,340.3,340.3,198.4,18,0.03,17.2,Controlled,3,1,High,Satisfactory,Yes
SCS-Rainy Mountain Creek Site-24,OK00707,State,State,0,Flood Risk Reduction,34.990166,-98.988139,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,24,24,24,24,Less than 25 feet,3400,0,1966,1960-1969,356,356,74,18,,2500,Controlled,1,5,Low,Not Rated,No
SCS-Delaware Creek Site-012,OK02191,State,State,0,Flood Risk Reduction,34.409179,-96.462088,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,32,28,32,32,25-50 feet,3310,0,1965,1960-1969,608,608,84,18,,1305,Controlled,1,5,Low,Not Rated,No
Upper Las Moras Creek WS SCS Site 2 Dam,TX04727,Local Government,Local Government,0,Flood Risk Reduction,29.324407,-100.406047,Texas,,Yes,No,Yes,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,30,30,31,31,25-50 feet,3085,165160,1964,1960-1969,1316,1316,84,18,2,4440,Uncontrolled,282.5,5,High,Satisfactory,No
